"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1754194991352828260","Mon Feb 05 23:59:24 +0000 2024","3","@andiwontlie @evetixx @Barelymintz @kayseraphine Itu jadi Direktur Utama-nya dia ngak ada power apa apa bro. Sama kayak barusan ini yang trial satu hari menjadi Direktur Utama LPDP. Palingan sehari itu dia roleplay belajar manajemen dan pengelolaan badan usaha. I see no problem here.","1754655996713251310","","andiwontlie","in","Jakarta Capital Region","0","0","0","https://x.com/Consider_myname/status/1754655996713251310","1179392451389210624","Consider_myname"
"1754654303762133449","Mon Feb 05 23:52:40 +0000 2024","1","Nikmatnya tidur full dr jam 5 sore bangun jam 6","1754654303762133449","","","in","","0","0","0","https://x.com/theworldoftemi/status/1754654303762133449","724191827704729600","theworldoftemi"
"1754653985766826317","Mon Feb 05 23:51:24 +0000 2024","13"," Tweeps Besok (rabu 7/2/2024) malem kita spaces tentang tugas belajar dan LPDP dengan host @PedpaoN ; yang belum follow bisa ikuti akunnya siapa tau ada geser jadwal dari ybs. Mulainya agak awal (bagi yg di wilayah barat Indonesia) yaitu sekitar pukul 18.30-19.00 wib","1754653985766826317","","","in","sesuai SPPD","0","5","1","https://x.com/pejabrut/status/1754653985766826317","1100506281767399424","pejabrut"
"1754474313686859839","Mon Feb 05 23:12:52 +0000 2024","0","@nuggetpedaz Demokrasi sistem Kufur Tapi ikut TES CPNS BUMN ABRI. Ikut antri Bansos daftar beasiswa LPDP","1754644288678527049","","nuggetpedaz","in","Nganjuk, Indonesia","0","0","0","https://x.com/wi_wijayyart/status/1754644288678527049","793629643","wi_wijayyart"
"1754631918019309571","Mon Feb 05 22:23:43 +0000 2024","1","done submit lpdp bismillah berserah kepadaMu ya Allah","1754631918019309571","","","in","Bandung Wetan, Indonesia","0","4","0","https://x.com/judulpenelitian/status/1754631918019309571","157233438","judulpenelitian"
"1754623402676019509","Mon Feb 05 22:02:05 +0000 2024","0","@lacrizeeeomic Ghe hchemt smehtlik hi hydti dik lpdp","1754626475641151605","","lacrizeeeomic","de","Paris, France ","0","0","0","https://x.com/UNNKKKNOWNNNN/status/1754626475641151605","1336641704003244032","UNNKKKNOWNNNN"
"1743551434476707914","Mon Feb 05 21:06:08 +0000 2024","3","@pejabrut @pemeriksa @Guru_PNS @BetaEpsilonPhi @MorphoMenelausX @ndahmutty Besok start antara jam 6.30-7.00 WIB tergantung anak tidur jam berapa. Mari bicara terkait tubel dan LPDP. https://t.co/AVfAO0tnhR","1754612392242385389","","PedpaoN","in","","2","1","0","https://x.com/PedpaoN/status/1754612392242385389","1251702127694450688","PedpaoN"
"1754480158877360608","Mon Feb 05 20:36:58 +0000 2024","0","@sweetienun @bandacatturas @kyungsui Hal ini juga harus diikuti dengan akses pendidikan yang baik anak-anak tadi disiapkan beasiswa untuk melanjutkan studi ada KIP dan ada beasiswa lain untuk S1 untuk Magister dan Doktor ada LPDP BIB dan sebagainya","1754605051912581172","","sweetienun","in","","0","1","0","https://x.com/Adik_Napoleon/status/1754605051912581172","1393055509536669701","Adik_Napoleon"
"1754596962337214854","Mon Feb 05 20:04:49 +0000 2024","0","@LPDP_RI minnnnn","1754596962337214854","","LPDP_RI","und","","0","0","0","https://x.com/AnakSkripshit/status/1754596962337214854","1656184869033226242","AnakSkripshit"
"1754586824473780417","Mon Feb 05 19:24:32 +0000 2024","70","Seggan bgt baca esai temen2 applicants IISMA &amp; LPDP knp bright2 banget kalian tuh. Kalo boleh saran perhatikan hal2 yg membuat esai makin kinclong: Strong opening/first statement Well-structured alias ga lari2 Jgn ragu2 detailing info kecuali emg ga bole.","1754586824473780417","","","in","","0","1","13","https://x.com/odydc/status/1754586824473780417","65040959","odydc"
"1754509098656366863","Mon Feb 05 17:41:17 +0000 2024","2","@tanyarlfes Iya loh yg punya kak zhafira. Heran bgt knp dia ga dapet lpdp pdhl kontribusinya keren bgt","1754560842694279374","","tanyarlfes","in","","0","0","0","https://x.com/ocyeanai/status/1754560842694279374","1596401570639319040","ocyeanai"
